🇨🇳| 央视,#genre#
梨园频道,http://36.129.204.120:880/DXLY.m3u8
武术世界,https://i.125011.xyz/hndx.php?id=wspd
武术世界,http://36.129.204.120:880/dx206.m3u8
文物宝库,https://i.125011.xyz/hndx.php?id=wwbk
文物宝库,http://36.129.204.120:880/WWBK.m3u8
国学频道,https://i.125011.xyz/hndx.php?id=gxpd
茶频道,http://36.129.204.120:880/dx106.m3u8
茶频道,http://13457610200.8866.org:2018/live/深圳卫视HD/index.m3u8
茶频道,https://i.125011.xyz/PLTV/live1.php?ip=rand&id=cpd$r7d 8M FHD
先锋乒羽,http://36.129.204.120:880/dx102.m3u8
快乐垂钓,http://36.129.204.120:880/dx203.m3u8
快乐垂钓,https://i.125011.xyz/PLTV/live1.php?ip=rand&id=klcd$r7d 8M FHD
汽摩,http://36.129.204.120:880/CCN21.m3u8
天元围棋,http://36.129.204.120:880/CCN32.m3u8
摄影频道,http://36.129.204.120:880/CCN25.m3u8
证券服务,http://36.129.204.120:880/CCN164.m3u8
之江纪录,http://hw-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
之江纪录,https://i.125011.xyz/zsj.php?id=zjzjjl
之江纪录,https://i.125011.xyz/migu.php?id=zjjl
岭南戏曲,http://13457610200.8866.org:2018/live/岭南戏曲HD/index.m3u8
🌅| SiTV,#genre#
欢笑剧场4K,https://i.125011.xyz/migu.php?id=hxjc
欢笑剧场4K,http://36.129.204.120:880/dxhxjc.m3u8
欢笑剧场4K,https://i.125011.xyz/PLTV/live1.php?ip=rand&id=hxjc$r7d 8M FHD
欢笑剧场4K,https://i.125011.xyz/PLTV/live1.php?ip=rand&id=hxjc4k$r7d 15M UHD
都市剧场,http://36.129.204.120:880/dx107.m3u8
都市剧场,http://caiyehe.7766.org:9901/tsfile/live/1042_1.m3u8
都市剧场,https://i.125011.xyz/PLTV/live1.php?ip=rand&id=dsjc$r7d 8M FHD
动漫秀场,http://36.129.204.120:880/dx110.m3u8
动漫秀场,http://caiyehe.7766.org:9901/tsfile/live/1014_1.m3u8
动漫秀场,https://i.125011.xyz/PLTV/live1.php?ip=rand&id=dmxc$r7d 8M FHD
乐游,http://36.129.204.120:880/dx113.m3u8
乐游,http://caiyehe.7766.org:9901/tsfile/live/0001_1.m3u8
乐游,https://i.125011.xyz/PLTV/live1.php?ip=rand&id=leyou$r7d 8M FHD
游戏风云,https://i.125011.xyz/migu.php?id=yxfy
游戏风云,http://36.129.204.120:880/dx111.m3u8
游戏风云,http://caiyehe.7766.org:9901/tsfile/live/1022_1.m3u8
游戏风云,https://i.125011.xyz/PLTV/live1.php?ip=rand&id=yxfy$r7d 8M FHD
劲爆体育,http://36.129.204.120:8800/huahan93.m3u8
劲爆体育,https://i.125011.xyz/PLTV/live1.php?ip=rand&id=jbty$r7d 8M FHD
魅力足球,https://i.125011.xyz/PLTV/live1.php?ip=rand&id=mlzq$r7d 8M FHD
新视觉,https://i.125011.xyz/PLTV/live1.php?ip=rand&id=xsj$r7d 8M FHD
法治天地,http://36.129.204.120:880/DX10.m3u8
法治天地,https://i.125011.xyz/PLTV/live1.php?ip=rand&id=fztd$r7d 8M FHD
金色学堂,http://36.129.204.120:880/hh21.m3u8
金色学堂,https://i.125011.xyz/PLTV/live1.php?ip=rand&id=jsxt$r7d 8M FHD
七彩戏剧,https://i.125011.xyz/PLTV/live1.php?ip=rand&id=qcxj$r7d 8M FHD
生活时尚,http://36.129.204.120:880/dx114.m3u8
生活时尚,http://caiyehe.7766.org:9901/tsfile/live/1045_1.m3u8
生活时尚,https://i.125011.xyz/PLTV/live1.php?ip=rand&id=shss$r7d 8M FHD
东方财经,https://i.125011.xyz/PLTV/live1.php?ip=rand&id=dfcj$r7d 8M FHD
🆕| NewTV,#genre#
黑莓电影,http://13457610200.8866.org:2018/live/黑莓电影/index.m3u8
黑莓动画,http://13457610200.8866.org:2018/live/黑莓动画/index.m3u8
🅱| BesTV,#genre#
星光影院,https://i.125011.xyz/PLTV/live1.php?ip=rand&id=xgyy$r7d 8M FHD
谍战剧场,https://i.125011.xyz/PLTV/live1.php?ip=rand&id=dzjc$r7d 8M FHD
华语影院,https://i.125011.xyz/PLTV/live1.php?ip=rand&id=hyyy$r7d 8M FHD
全球大片,https://i.125011.xyz/PLTV/live1.php?ip=rand&id=qqdp$r7d 8M FHD
热门剧场,https://i.125011.xyz/PLTV/live1.php?ip=rand&id=rmjc$r7d 8M FHD
青春动漫,https://i.125011.xyz/PLTV/live1.php?ip=rand&id=qcdm$r7d 8M FHD
宝宝动画,https://i.125011.xyz/PLTV/live1.php?ip=rand&id=bbdh$r7d 8M FHD
电竞天堂,https://i.125011.xyz/PLTV/live1.php?ip=rand&id=djtt$r7d 8M FHD
热门综艺,https://i.125011.xyz/PLTV/live1.php?ip=rand&id=rmzy$r7d 8M FHD
健康养生,https://i.125011.xyz/PLTV/live1.php?ip=rand&id=jkys$r7d 8M FHD
戏曲精选,https://i.125011.xyz/PLTV/live1.php?ip=rand&id=xqjx$r7d 8M FHD
百变课堂,https://i.125011.xyz/PLTV/live1.php?ip=rand&id=bbkt$r7d 8M FHD
看天下精选,https://i.125011.xyz/PLTV/live1.php?ip=rand&id=ktxjx$r7d 8M FHD
🅱| 百视,#genre#
百视TV1,https://bp-caster.bestv.com.cn/926/3/video.m3u8
百视TV2,https://bp-caster.bestv.com.cn/945/3/video.m3u8
百视TV3,https://bp-caster.bestv.com.cn/941/3/video.m3u8
百视TV4,https://bp-caster.bestv.com.cn/938/3/video.m3u8
百视TV5,https://bp-caster.bestv.com.cn/943/3/video.m3u8
百视TV6,https://bp-caster.bestv.com.cn/846/3/video.m3u8
百视独播1,https://bp-caster.bestv.com.cn/940/3/video.m3u8
百视独播2,https://bp-caster.bestv.com.cn/944/3/video.m3u8
百视独播3,https://bp-caster.bestv.com.cn/723/3/video.m3u8
百视直播,https://bp-caster.bestv.com.cn/936/3/video.m3u8
🇮 | IPTV,#genre#
IPTV谍战剧场,http://caiyehe.7766.org:9901/tsfile/live/1088_1.m3u8
IPTV经典电影,http://caiyehe.7766.org:9901/tsfile/live/1090_1.m3u8
IPTV热播剧场,http://caiyehe.7766.org:9901/tsfile/live/1038_1.m3u8
IPTV少儿动画,http://caiyehe.7766.org:9901/tsfile/live/1089_1.m3u8
IPTV野外,http://caiyehe.7766.org:9901/tsfile/live/1087_1.m3u8
IPTV3+,http://caiyehe.7766.org:9901/tsfile/live/1005_1.m3u8
IPTV5+,http://caiyehe.7766.org:9901/tsfile/live/1015_1.m3u8
IPTV5+,http://caiyehe.7766.org:9901/tsfile/live/1040_1.m3u8
IPTV6+,http://caiyehe.7766.org:9901/tsfile/live/1019_1.m3u8
IPTV8+,http://caiyehe.7766.org:9901/tsfile/live/1035_1.m3u8
足球,http://caiyehe.7766.org:9901/tsfile/live/1041_1.m3u8
🅾| 其它,#genre#
live.125011.xyz,https://i.125011.xyz/mv.php?s=miku
update:23/12/23,https://i.125011.xyz/mv.php?s=tianyi
北京纪实科教8K,http://111.31.106.140/downflv.brtvcloud.com/8klive/8kliveok.m3u8
北京纪实科教,http://36.129.204.120:880/CCN121.m3u8
北京纪实科教,https://i.125011.xyz/PLTV/live1.php?ip=rand&id=bjjskj$r7d 8M FHD
纪实人文,https://live.125011.xyz/live/shkk/231205/jsrw/index.m3u8$官源 HD
纪实人文,http://13457610200.8866.org:2018/live/上海纪实/index.m3u8
纪实人文,https://i.125011.xyz/PLTV/live1.php?ip=rand&id=jsrw$r7d 4M FHD
金鹰纪实,http://36.129.204.120:880/DX19.m3u8
金鹰纪实,http://13457610200.8866.org:2018/live/金鹰纪实高清/index.m3u8
金鹰纪实,http://caiyehe.7766.org:9901/tsfile/live/1030_1.m3u8
金鹰纪实,https://i.125011.xyz/PLTV/live1.php?ip=rand&id=jyjs$r7d 8M FHD
东方影视,https://i.125011.xyz/PLTV/live1.php?ip=rand&id=dfys$r7d 8M FHD
黑龙江影视,https://111.43.174.247:4430/live/hljys_hd.m3u8
黑龙江影视,https://idclive.hljtv.com:4430/live/hljys_hd.m3u8
浙江教科影视,http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江教科影视,https://i.125011.xyz/zsj.php?id=zjjkys
河南电视剧,https://i.125011.xyz/hndx.php?id=hndsj
湖北影视,https://i.125011.xyz/hubei.php?id=hbys
河北农民,http://tv.pull.hebtv.com/jishi/nongminpindao.m3u8?t=2510710360&k=1c19f1e16256d45e9fdcb9b6725647cc
辽宁都市,http://36.129.204.3:880/WGLNDS.m3u8
苏州4K,http://liveshowbak2.kan0512.com/norecord/csztv4k_4k.m3u8
广东珠江,http://13457610200.8866.org:2018/live/有线娱乐3HD/index.m3u8
广东珠江,http://caiyehe.7766.org:9901/tsfile/live/1148_1.m3u8
广西综艺旅游,http://13457610200.8866.org:2018/live/广西综艺HD/index.m3u8
广西综艺旅游,http://caiyehe.7766.org:9901/tsfile/live/1010_1.m3u8
广西综艺旅游,http://hlscdn.liangtv.cn/live/de0f97348eb84f62aa6b7d8cf0430770/dd505d87880c478f901f38560ca4d4e6.m3u8
宁夏公共,rtmp://hls.ningxiahuangheyun.com/live/nxgg1M
辽宁体育,http://36.129.204.120:880/WGLNTY.m3u8
电子竞技,http://36.129.204.120:8800/network01.m3u8
五星体育,https://i.125011.xyz/PLTV/live1.php?ip=rand&id=wxty$r7d 8M FHD
江苏体育休闲,rtmp://live-hls.jstv.com/livezhuzhan/jsty?upt=292ea6c82510710360
山东体育休闲,rtmp://livealone.iqilu.com/iqilu/typdhjOF03kn
广东体育,http://13457610200.8866.org:2018/live/广东体育HD/index.m3u8
广东体育,http://caiyehe.7766.org:9901/tsfile/live/1139_1.m3u8
广州南国都市,https://i.125011.xyz/gztv.php?id=shenghuo
第一财经,https://live.125011.xyz/live/shkk/231205/dycj/index.m3u8$官源 HD
第一财经,https://i.125011.xyz/PLTV/live1.php?ip=rand&id=dycj$r7d 8M FHD
海南自贸,https://i.125011.xyz/hnntv.php?id=zm
每经AI电视,http://aitv.nbd.com.cn/live/aitv_live.m3u8
🎦| 长城,#genre#
CCTV娱乐,http://13457610200.8866.org:2018/live/中央6高清HD/index.m3u8
中国电影频道,http://13457610200.8866.org:2018/live/中央7高清HD/index.m3u8
海峡卫视,https://i.125011.xyz/PLTV/live1.php?ip=rand&id=hxws$r7d 4M FHD
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江国际,https://i.125011.xyz/zsj.php?id=zjgj
江苏国际,rtmp://live-hls.jstv.com/livezhuzhan/jsgj?upt=a1c2319c2510710360
河南国际,https://i.125011.xyz/hndx.php?id=hngj
广西国际,http://hlscdn.liangtv.cn/live/0234c48e0bc24fe1b41b9999a253e581/1075ee38e04f490690f6a36a16e09c79.m3u8?$未知 HD
🇭🇰| 港澳,#genre#
凤凰中文,http://103.95.24.37:880/fhws.m3u8
凤凰中文,http://13457610200.8866.org:2018/live/凤凰卫视/index.m3u8
凤凰中文,http://php.17186.eu.org/phtv/fhzw.m3u8?$未知 HD
凤凰资讯,http://103.95.24.37:880/fhzx.m3u8
凤凰资讯,http://13457610200.8866.org:2018/live/凤凰资讯/index.m3u8
凤凰资讯,http://php.17186.eu.org/phtv/fhzx.m3u8?$未知 HD
凤凰香港,http://103.95.24.37:880/fhxgt.m3u8
凤凰香港,http://13457610200.8866.org:2018/live/凤凰香港/index.m3u8
凤凰香港,http://php.17186.eu.org/phtv/fhhk.m3u8?$未知 HD
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv?$官源 SD
香港卫视,http://13457610200.8866.org:2018/live/中国电影HD/index.m3u8
香港卫视文旅台,http://ali-play.lezhibo.com/lezhibo/6ad788f1bbab4c689ecdc0d64a1e1601.m3u8
翡翠台,http://bak.yspa.eu.org:61281/bysid/1
翡翠台,http://sz.l68.fun:9000/bysid/1
明珠台,http://bak.yspa.eu.org:61282/bysid/2
明珠台,http://sz.l68.fun:9001/bysid/2
J2,http://bak.yspa.eu.org:61282/bysid/82
J2,http://sz.l68.fun:9001/bysid/82
TVB星河,http://13457610200.8866.org:2018/live/星河频道HD/index.m3u8
无线新闻,http://bak.yspa.eu.org:61282/bysid/83
无线新闻,http://sz.l68.fun:9001/bysid/83
无线新闻,https://i.125011.xyz/tvb.php?id=0&hq
无线财经,rtmp://9sv2.mine.nu:1935/sat/hk011
无线财经,rtmp://9sv2.mine.nu:1935/sat/hk031
无线财经,rtmp://9svd5.mine.nu:1935/sat/hk011
无线财经,rtmp://9svd5.mine.nu:1935/sat/hk031
无线财经,rtmp://twcdn.top:1935/sat/hk011
无线财经,rtmp://twcdn.top:1935/sat/hk031
无线财经,http://bak.yspa.eu.org:61282/bysid/85
无线财经,http://sz.l68.fun:9001/bysid/85
无线财经,https://i.125011.xyz/tvb.php?id=2&hq
有线18,rtmp://9sv2.mine.nu:1935/sat/hk021
有线18,rtmp://9svd5.mine.nu:1935/sat/hk021
有线18,rtmp://twcdn.top:1935/sat/hk021
HOY TV,http://bak.yspa.eu.org:61283/bysid/77
HOY TV,http://sz.l68.fun:9003/bysid/77
HOY 资讯,http://bak.yspa.eu.org:61283/bysid/78
HOY 资讯,http://sz.l68.fun:9003/bysid/78
香港国际财经,http://bak.yspa.eu.org:61283/bysid/76
香港国际财经,http://sz.l68.fun:9003/bysid/76
私人影院,http://13457610200.8866.org:2018/live/影视频道HD/index.m3u8
星空卫视,http://103.95.24.37:880/xkws.m3u8
星空卫视,http://13457610200.8866.org:2018/live/星空卫视/index.m3u8
Channel V,http://103.95.24.37:880/cv.m3u8
天映经典,http://13457610200.8866.org:2018/live/天映频道HD/index.m3u8
Viu TV,http://bak.yspa.eu.org:61281/bysid/99
Viu TV,http://sz.l68.fun:9000/bysid/99
Viu TV 6,http://bak.yspa.eu.org:61281/bysid/96
Viu TV 6,http://sz.l68.fun:9000/bysid/96
环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8?$未知 HD
港台电视31,https://rthktv31-live.akamaized.net/hls/live/2036818/RTHKTV31/stream1/streamPlaylist.m3u8?$未知 HD
港台电视31,https://rthktv31-live.akamaized.net/hls/live/2036818/RTHKTV31/stream5/streamPlaylist.m3u8?$未知 FHD
港台电视31,http://bak.yspa.eu.org:61284/bysid/31
港台电视31,http://sz.l68.fun:9002/bysid/31
港台电视32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream1/streamPlaylist.m3u8?$未知 HD
港台电视32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream5/streamPlaylist.m3u8?$未知 FHD
港台电视32,http://bak.yspa.eu.org:61284/bysid/32
港台电视32,http://sz.l68.fun:9002/bysid/32
港台电视33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream04/streamPlaylist.m3u8?$未知 HD
港台电视33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream05/streamPlaylist.m3u8?$未知 FHD
港台电视33,http://bak.yspa.eu.org:61284/bysid/33
港台电视33,http://sz.l68.fun:9002/bysid/33
港台电视34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8?$未知 HD
港台电视34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream05/streamPlaylist.m3u8?$未知 FHD
港台电视34,http://bak.yspa.eu.org:61284/bysid/34
港台电视34,http://sz.l68.fun:9002/bysid/34
港台电视35,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream04/streamPlaylist.m3u8?$未知 HD
港台电视35,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream05/streamPlaylist.m3u8?$未知 FHD
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?未知 SD
澳门莲花,https://i.125011.xyz/amlh.php?$官源 FHD
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8?$未知 SD
🇹🇼| 台湾,#genre#
华视,rtmp://9sv2.mine.nu:1935/sat/tv111
华视,rtmp://9svd5.mine.nu:1935/sat/tv111
华视,rtmp://twcdn.top:1935/sat/tv111
民视,rtmp://9sv2.mine.nu:1935/sat/tv051
民视,rtmp://9svd5.mine.nu:1935/sat/tv051
民视,rtmp://twcdn.top:1935/sat/tv051
台视,rtmp://9sv2.mine.nu:1935/sat/tv071
台视,rtmp://9svd5.mine.nu:1935/sat/tv071
台视,rtmp://twcdn.top:1935/sat/tv071
中视,rtmp://9sv2.mine.nu:1935/sat/tv091
中视,rtmp://9svd5.mine.nu:1935/sat/tv091
中视,rtmp://twcdn.top:1935/sat/tv091
TVBS新闻,rtmp://9sv2.mine.nu:1935/sat/tv551
TVBS新闻,rtmp://9svd5.mine.nu:1935/sat/tv551
TVBS新闻,rtmp://twcdn.top:1935/sat/tv551
东森财经,rtmp://9sv2.mine.nu:1935/sat/tv571
东森财经,rtmp://9svd5.mine.nu:1935/sat/tv571
东森财经,rtmp://twcdn.top:1935/sat/tv571
东森电影,http://103.95.24.37:880/dsdy.m3u8
东森洋片,http://103.95.24.37:880/DSYP.m3u8
龙祥时代,http://13457610200.8866.org:2018/live/有线电影HD/index.m3u8
MOMO综合,rtmp://9sv2.mine.nu:1935/sat/tv761
MOMO综合,rtmp://9svd5.mine.nu:1935/sat/tv761
MOMO综合,rtmp://twcdn.top:1935/sat/tv761
TVBS欢乐,rtmp://9sv2.mine.nu:1935/sat/tv421
TVBS欢乐,rtmp://9svd5.mine.nu:1935/sat/tv421
TVBS欢乐,rtmp://twcdn.top:1935/sat/tv421
东森超视,rtmp://9sv2.mine.nu:1935/sat/tv331
东森超视,rtmp://9svd5.mine.nu:1935/sat/tv331
东森超视,rtmp://twcdn.top:1935/sat/tv331
纬来日本,rtmp://9sv2.mine.nu:1935/sat/tv771
纬来日本,rtmp://9svd5.mine.nu:1935/sat/tv771
纬来日本,rtmp://twcdn.top:1935/sat/tv771
纬来育乐,rtmp://9sv2.mine.nu:1935/sat/tv701
纬来育乐,rtmp://9svd5.mine.nu:1935/sat/tv701
纬来育乐,rtmp://twcdn.top:1935/sat/tv701
体育频道1,rtmp://9sv2.mine.nu:1935/sat/md011
体育频道1,rtmp://9svd5.mine.nu:1935/sat/md011
体育频道1,rtmp://twcdn.top:1935/sat/md011
体育频道2,rtmp://9sv2.mine.nu:1935/sat/md021
体育频道2,rtmp://9svd5.mine.nu:1935/sat/md021
体育频道2,rtmp://twcdn.top:1935/sat/md021
体育频道3,rtmp://9sv2.mine.nu:1935/sat/md031
体育频道3,rtmp://9svd5.mine.nu:1935/sat/md031
体育频道3,rtmp://twcdn.top:1935/sat/md031
体育频道4,rtmp://9sv2.mine.nu:1935/sat/md041
体育频道4,rtmp://9svd5.mine.nu:1935/sat/md041
体育频道4,rtmp://twcdn.top:1935/sat/md041
体育频道5,rtmp://9sv2.mine.nu:1935/sat/md051
体育频道5,rtmp://9svd5.mine.nu:1935/sat/md051
体育频道5,rtmp://twcdn.top:1935/sat/md051
纬来体育,rtmp://9sv2.mine.nu:1935/sat/tv721
纬来体育,rtmp://9svd5.mine.nu:1935/sat/tv721
纬来体育,rtmp://twcdn.top:1935/sat/tv721
大爱一台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8?$未知 HD
大爱一台,https://pulltv2.wanfudaluye.com/live/tv1.m3u8?$未知 HD
大爱二台,https://pulltv1.wanfudaluye.com/live/tv2.m3u8?$未知 HD
大爱二台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8?$未知 HD
ELEVEN SPORTS 1,rtmp://9sv2.mine.nu:1935/sat/tv731
ELEVEN SPORTS 1,rtmp://9svd5.mine.nu:1935/sat/tv731
ELEVEN SPORTS 1,rtmp://twcdn.top:1935/sat/tv731
ELEVEN SPORTS 2,rtmp://9sv2.mine.nu:1935/sat/tv741
ELEVEN SPORTS 2,rtmp://9svd5.mine.nu:1935/sat/tv741
ELEVEN SPORTS 2,rtmp://twcdn.top:1935/sat/tv741
